"ID_REF"    "CD4T_Cxcr5+Bcl6+_1"	"CD4T_Cxcr5+Bcl6+_2"	"CD4T_Cxcr5-Bcl6-_1"	"CD4T_Cxcr5-Bcl6-_2"	"CD4T_Cxcr5+Bcl6-_1"	"CD4T_Cxcr5+Bcl6-_2"
10404400	7.54576	7.559886	7.305326	7.471789	7.287157	7.294265
10404402	7.927158	7.723206	7.564764	7.491122	7.722917	7.46647
10404404	7.044592	7.167272	6.730259	6.785633	6.835412	6.70412
10404407	6.218068	5.988229	6.000091	6.171973	5.764737	6.112146
10404412	9.003933	9.306322	9.672657	9.437269	9.580106	9.505465
10404422	9.45237	9.63698	11.15543	10.8936	11.00242	10.90374
10404429	7.674594	8.157747	10.26018	9.94726	9.718744	9.623972
10404439	7.621245	7.466524	8.99717	8.888034	7.374984	7.618414
10404447	5.837537	5.937586	6.019857	5.649033	5.734202	5.595673
10404452	4.685053	4.409222	4.524645	4.615768	4.809727	4.713766
10404458	5.45273	5.336982	5.52761	5.392507	5.014075	5.203579
10404464	6.716907	6.525989	6.56191	6.719438	6.541059	6.41954
10404472	6.683754	6.416472	6.496849	6.712618	6.443016	6.318475
10404479	6.078771	5.826753	5.977294	6.041327	5.814129	5.686279
10404487	4.89154	4.826522	4.929943	5.082273	4.991818	5.053564
10404496	8.107931	8.295933	7.465114	7.530241	7.787163	7.737172
10404506	10.49697	10.67395	10.96143	10.802	10.83583	10.75928
10404521	8.194623	8.369753	7.954816	7.71703	8.085759	7.909407
10404531	9.058723	9.456699	10.31869	10.43846	9.806817	9.987935
10404535	6.845366	6.895807	6.882099	6.907499	6.860749	6.900526
10404538	10.92854	10.9446	11.24269	11.08547	10.91773	10.93059
10404566	6.375653	6.034984	6.178748	6.363902	6.253316	6.152975
10404575	9.009525	8.935369	8.686572	8.824718	8.704397	8.710048
10404578	7.807067	8.132984	8.36831	8.169052	8.022671	8.05687
10404593	9.124726	9.181944	8.892751	9.096555	8.841294	8.921686
10404595	8.623053	8.506133	8.263638	8.346284	8.358375	8.301477
10404597	10.02485	10.1389	9.622659	9.589583	9.78762	9.761641
10404606	7.937863	8.228719	9.261792	9.330551	8.437552	8.223762
10404612	8.71217	8.81729	9.25141	9.293184	8.799716	8.814554
10404630	9.440514	9.412813	10.46915	10.23583	10.06576	10.00616
10404649	7.726028	7.774511	7.322155	7.535238	7.44619	7.627398
10404675	9.252385	9.373549	9.717281	9.5545	9.468215	9.513963
10404686	7.798965	7.639037	7.559401	7.843747	7.550268	7.737999
10404697	7.075299	7.080695	7.021593	7.201938	6.998909	6.974911
10404700	10.67653	10.87893	11.54644	11.21585	11.57595	11.2846
10404702	6.962639	6.827733	7.341759	7.287505	6.955428	6.912772
10404717	9.757545	9.936947	10.4937	10.33998	10.19908	10.1856
10404731	10.00329	10.34882	10.03228	10.13587	9.989317	10.23907
10404737	6.663602	6.444302	6.35503	6.281457	6.302944	6.33625
10404763	9.402769	9.644293	10.11057	9.997511	9.835983	9.734262
10404766	6.270661	6.260101	6.194751	6.218928	6.218016	6.183321
10404772	6.760993	6.953525	6.546819	6.588768	6.487829	6.351534
10404774	10.02381	10.31809	11.1107	11.20288	10.80898	10.91806
10404783	7.203409	7.332895	7.547482	7.487959	7.088697	7.174281
10404792	7.16894	7.066916	6.831279	7.113603	6.828034	6.986454
10404815	8.418196	8.365039	8.492785	8.407276	8.456713	8.302728
10404827	9.639676	9.356854	10.28112	10.02171	10.16841	10.07957
10404836	7.16772	7.053837	7.060832	7.05374	6.773549	6.98976
10404840	11.72877	11.80374	11.76533	11.69535	11.69068	11.64125
10404848	11.46427	11.55176	12.04069	12.19753	12.06661	12.1141
10404870	8.650013	8.801255	9.5609	9.107145	9.282063	9.205219
10404872	6.060475	6.189871	6.153749	6.288775	6.001084	6.036911
10404874	10.09129	10.14063	9.988374	9.896437	9.792819	9.670497
10404885	6.957026	6.870083	6.96909	7.077538	7.092537	6.989449
10404895	7.392902	7.411682	7.686185	7.709699	7.676863	7.741181
10404898	6.958528	6.87269	6.820633	6.990632	6.891701	6.936736
10404904	8.122996	7.79529	7.98088	8.094255	7.924443	7.879064
10404913	8.648356	8.565222	9.29718	9.096487	8.908634	8.86932
10404928	10.49943	10.44206	9.950713	10.00151	9.906324	9.892843
10404937	6.910326	7.063639	6.314457	6.576332	6.323615	6.237776
10404939	7.643184	7.615188	7.586632	7.492705	7.695415	7.646338
10404941	9.030069	9.286666	9.658984	9.656447	9.494373	9.470338
10404965	7.462214	7.263995	7.297642	7.338862	7.357999	7.330065
10404975	7.692362	7.54494	7.463177	7.54278	7.488065	7.499678
10404979	7.969617	7.989733	7.106455	7.334003	7.597921	7.593201
10404982	8.299733	8.268254	8.188573	8.566155	8.355775	8.432974
10404988	9.017128	8.826914	8.836143	8.983796	8.912743	8.770218
10404996	9.623594	9.461714	9.359343	9.48752	9.529998	9.534526
10405001	9.413518	9.355639	9.888176	9.803458	9.6732	9.571925
10405013	8.020879	8.269186	8.943622	8.877738	8.6141	8.786522
10405029	5.098273	5.119487	4.845026	4.973714	5.06725	4.894726
10405033	5.035169	4.999573	5.172235	5.054694	4.986551	5.203104
10405047	4.980615	4.967593	5.004038	4.864321	4.971828	4.964407
10405058	5.129214	5.103738	5.088249	5.390685	5.045787	5.204054
10405063	5.100379	4.912298	4.940042	5.02453	4.975923	5.020153
10405074	10.46857	10.48239	11.45835	11.35863	11.0073	11.00947
10405094	10.95107	11.22589	12.09102	12.15353	11.78734	11.82728
10405119	7.705212	7.223734	7.347647	7.349346	7.222807	7.308292
10405121	7.414608	7.438385	6.78388	7.179276	6.939112	6.956993
10405123	7.414608	7.438385	6.78388	7.179276	6.939112	6.956993
10405125	8.692653	9.018217	8.461138	8.272897	8.5991	8.613157
10405139	5.866144	5.935866	5.635066	5.655334	5.590707	5.691125
10405147	4.765965	4.804708	4.558612	4.583524	4.539834	4.566561
10405149	6.732787	6.63701	6.162233	6.344805	6.328601	6.277589
10405154	6.820199	6.828574	6.318879	6.474862	6.424552	6.310664
10405158	7.521995	7.347721	9.123494	8.582109	8.445525	8.401661
10405160	5.473537	5.717171	5.684337	5.433096	5.522273	5.423738
10405163	11.00788	10.98699	11.16266	11.055	11.02423	11.007
10405174	7.815513	7.67134	7.466531	7.676352	7.60033	7.793792
10405179	7.925622	8.074343	7.807431	7.951114	7.927176	7.92382
10405185	10.50753	10.58376	10.01334	9.76109	10.82938	10.76357
10405189	7.61951	7.393242	7.119079	7.07768	7.536836	7.564538
10405191	9.130129	9.218632	9.686399	9.606091	9.533525	9.513655
10405211	7.983602	7.982545	10.07086	9.740887	9.679126	9.461264
10405216	7.875067	7.911311	7.894271	7.83799	7.539079	7.538215
10405234	9.683563	9.59378	10.41469	10.24654	10.2055	10.16121
10405236	10.62428	10.57925	11.49076	11.36943	11.41558	11.20813
10405248	8.526191	8.572986	8.606208	8.740651	8.646592	8.639242
10405253	7.102337	6.839828	6.694747	6.972598	6.814133	6.792159
10405263	8.937991	9.169325	10.35365	10.35201	9.850945	9.790881
10405280	7.901339	7.975825	7.607944	7.572085	7.573384	7.603278
10405287	12.05412	12.18518	11.87381	11.87182	12.10921	12.0327
10405291	10.39043	10.44911	10.51042	10.53221	10.62124	10.58372
10405303	6.105723	6.042302	5.961187	5.942697	6.049452	6.100942
10405334	8.676018	8.644659	8.272943	8.576544	8.340269	8.522011
10405343	7.991164	8.052635	7.421151	7.57764	7.637513	7.634098
10405355	7.620125	7.53982	7.310552	7.589798	7.331167	7.439503
10405372	10.13877	10.28339	10.063	10.04136	10.31304	10.25191
10405380	7.799085	7.648815	7.560494	7.698634	7.692419	7.663897
10405400	11.2094	11.51885	10.83105	10.89399	11.05232	11.07132
10405427	13.14428	13.15123	13.00375	12.89065	13.20497	13.1089
10405432	8.983357	9.264055	8.618355	8.607809	8.805447	8.830668
10405448	8.105466	7.909095	7.749443	8.017165	7.893028	7.824634
10405462	7.733963	7.673744	7.531107	7.607568	7.473977	7.351051
10405464	10.53141	10.58197	10.29377	10.36723	10.39084	10.49534
10405483	9.302609	9.231901	9.29484	9.504758	9.214051	9.290745
10405488	9.232935	9.477487	10.07736	9.927465	9.721522	9.750983
10405495	8.744101	8.762595	8.326431	8.230547	8.397111	8.438797
10405504	9.303904	9.451598	9.428617	9.100082	9.537936	9.266399
10405511	11.12296	11.10625	11.40969	11.27427	11.29007	11.18134
10405535	11.09781	11.1615	10.99236	11.06377	11.15513	11.19893
10405539	9.209753	9.344813	9.049771	8.823361	9.080773	8.927451
10405545	9.067976	9.085211	8.904219	8.945726	9.017006	9.073038
10405552	6.148005	6.189716	6.043801	6.03508	6.125661	5.983275
10405563	7.887642	7.752553	7.472453	7.424076	7.075558	7.345387
10405566	6.92607	6.807397	6.81213	6.949416	6.854649	6.901719
10405576	6.219905	6.447533	6.374671	6.571149	6.131286	6.424716
10405585	4.725584	4.71041	4.703937	4.620343	4.593269	4.491887
10405587	7.559212	7.238358	7.299089	7.468194	7.431529	7.344166
10405605	10.0048	10.04955	10.12242	10.1207	9.9636	9.872162
10405619	11.57758	11.52342	11.86047	11.80323	12.02157	11.93145
10405626	13.20591	12.9092	12.97136	12.80064	12.93223	12.92558
10405628	10.52798	10.27726	10.29822	10.39643	10.32729	10.33887
10405633	6.417827	6.416214	6.225557	6.472305	6.336786	6.425442
10405662	10.5383	10.72206	10.67209	10.53758	10.52058	10.49636
10405686	7.170349	6.964646	6.844028	6.878213	6.755511	6.974645
10405691	4.784374	4.846417	4.652355	4.746063	4.739607	4.828131
10405693	7.335763	7.442587	7.837123	8.083056	7.220687	7.303838
10405725	6.866798	6.88085	6.891822	6.951467	7.029034	6.995843
10405727	8.895812	8.841865	9.689523	9.565198	9.670537	9.52172
10405729	9.689285	9.695755	9.835414	9.618818	9.795347	9.699973
10405731	11.44989	11.40903	11.4827	11.27539	11.47348	11.32986
10405733	8.949256	8.987171	8.246723	8.052833	8.850619	8.821609
10405739	10.16752	10.0967	10.9852	11.11131	10.53466	10.84722
10405741	11.27989	10.86169	10.78765	10.82658	11.24688	11.10326
10405743	7.225463	7.134939	6.495455	6.627677	6.36406	6.550224
10405745	9.78103	9.896992	9.510011	9.624745	9.471862	9.54495
10405747	6.862522	6.82129	6.291005	6.463603	6.367351	6.441096
10405749	7.589805	7.266031	6.689336	6.635177	6.860012	6.844189
10405751	8.088061	7.982498	7.34288	7.496973	7.556187	7.406451
10405753	7.015133	7.112466	6.803688	6.8534	6.743786	6.749863
10405755	9.415746	9.17312	8.358981	8.54527	8.427628	8.455246
10405757	8.118856	8.394464	8.548557	8.545582	8.531312	8.571662
10405779	8.556644	8.776134	9.297179	9.246737	9.061907	9.089241
10405781	6.317115	6.439285	7.546293	7.412126	7.581079	7.272697
10405783	6.437694	6.539824	7.090344	7.098191	7.17866	7.112649
10405785	8.265999	8.425154	8.619528	8.529148	8.530573	8.563383
10405804	8.788685	8.898828	9.067019	8.957109	9.006188	9.038427
10405811	9.605539	9.805107	9.140018	8.81528	9.424808	9.399011
10405820	7.698568	7.664944	7.206613	7.097193	7.508764	7.689739
10405822	8.036887	7.943417	8.069106	8.006803	7.846847	7.969874
10405833	7.680778	7.221247	7.020772	7.011599	7.117044	7.013536
10405835	5.210239	5.342443	5.399748	5.495924	5.313398	5.295759
10405838	5.679554	5.834638	5.243427	5.675027	5.383468	5.630147
10405842	6.534381	6.387475	6.301911	6.358779	6.276695	6.138203
10405847	6.264501	6.188728	5.847922	6.258696	6.051808	6.032669
10405849	5.089215	5.161773	4.731851	5.052781	4.906343	4.761574
10405851	7.660733	7.488241	7.496648	7.563971	7.551212	7.502162
10405853	9.669635	9.638097	9.56897	9.427201	9.516726	9.339687
10405866	9.67099	9.402381	9.177503	9.561266	9.422615	9.455628
10405868	9.89189	9.766035	9.571818	9.403172	9.672242	9.926485
10405870	7.515709	7.885686	6.874505	6.84229	6.633462	6.626774
10405872	4.05151	3.875966	3.821273	3.912051	3.881089	3.839376
10405874	9.821003	9.752966	9.551187	9.422568	9.644893	9.95315
10405876	7.226347	6.994207	6.898143	6.749463	6.427113	6.476314
10405879	7.543169	7.94714	6.943261	7.017113	6.781454	6.767802
10405885	6.70334	5.846206	5.454008	5.783034	5.622835	5.397497
10405888	8.531056	8.444747	8.25053	8.1287	8.337566	8.644496
10405890	13.03445	13.10584	13.23299	13.28587	13.10104	13.19373
10405892	8.097909	8.132256	7.695846	7.770568	7.660483	8.059941
10405894	10.6246	10.81367	11.00376	10.87661	10.8863	10.78463
10405911	8.111541	8.146327	7.989732	7.775745	8.008215	7.91933
10405916	12.41025	12.45916	12.17851	12.30015	12.25914	12.22503
10405918	9.697078	9.882026	10.33908	10.21156	10.22608	10.12976
10405924	6.28689	6.270492	6.055885	6.240205	6.263597	6.16274
10405927	7.140684	6.941804	7.750467	7.651847	7.450317	7.66147
10405929	7.569121	7.473398	7.214475	7.507183	7.270135	7.370048
10405931	5.104132	5.249871	5.081156	5.120171	5.12218	5.123894
10405935	13.9603	14.00933	14.04542	14.08204	14.09119	14.06958
10405938	6.431288	6.691887	6.408529	6.49956	6.445738	6.225451
10405942	6.072242	6.032408	5.988762	6.079757	6.082436	6.067812
10405948	8.066947	7.676601	7.695078	7.738278	7.615831	7.654113
10405950	8.304951	8.527773	9.060364	9.071615	8.820303	8.897972
10405964	7.27779	7.103272	7.029045	7.119906	7.175659	7.134953
10405969	10.29963	9.980362	9.960818	10.0384	10.21413	10.33146
10405971	9.76986	9.904491	11.29556	11.13564	10.73007	10.74899
10405994	10.93193	11.06187	11.12762	10.97723	11.32896	11.1587
10405999	7.522049	7.583158	7.311684	7.421727	7.280921	7.324797
10406003	5.598019	5.418237	5.724054	5.745512	5.569182	5.657885
10406005	8.535328	8.244249	8.222262	8.375154	8.239361	8.202858
10406017	7.118169	6.985482	7.131633	7.157218	7.082192	7.108469
10406024	12.69153	12.79698	12.84579	12.88611	12.66747	12.79805
10406026	10.40084	10.52518	10.98994	10.87535	10.83074	10.89245
10406031	10.51502	10.69058	10.42448	10.46086	10.63774	10.77358
10406050	7.876312	7.785086	7.620548	7.765817	7.624909	7.664342
10406067	11.0163	11.21704	11.73982	11.63655	11.44668	11.55326
10406086	7.871868	8.197186	7.623378	7.664381	7.773624	7.831343
10406108	6.901313	6.994171	6.702672	6.757081	6.835773	6.688961
10406111	9.721935	9.939603	9.296791	9.413245	9.511862	9.656363
10406139	6.21814	6.034749	6.013533	6.275789	6.161056	6.022058
10406141	9.639846	9.786809	9.507601	9.302236	9.704941	9.654568
10406159	6.901689	6.947475	6.555875	6.691622	6.752237	6.697996
10406171	7.59945	7.684483	7.305814	7.632763	7.479017	7.55664
10406176	7.186251	7.13503	6.904507	7.091553	7.014633	7.029558
10406193	9.871823	10.00552	10.28827	10.11715	10.22343	10.03607
10406198	13.11122	13.18275	12.81487	12.90027	12.88309	12.99001
10406203	10.99812	10.75474	11.39968	11.36726	11.41057	11.3411
10406205	9.694248	9.864679	10.94863	10.85972	10.57417	10.55596
10406226	7.660822	7.277633	7.814059	7.474186	7.509895	7.670535
10406229	6.4098	6.505523	6.492421	6.502411	6.582423	6.390493
10406245	8.182716	7.939845	8.394892	8.021287	8.313198	8.351753
10406248	8.018406	7.876709	8.099074	8.151009	7.861878	8.032242
10406250	13.11226	13.15043	13.17219	13.2138	13.22686	13.17526
10406254	8.999376	8.874826	10.30991	10.32631	10.48491	10.46015
10406270	10.82178	10.95502	10.64318	10.54022	11.61997	11.5052
10406276	6.654385	6.736075	5.779428	6.017499	5.643475	5.599922
10406278	13.93669	13.89952	14.08965	14.08395	13.99401	14.03051
10406280	5.635327	5.560026	5.420467	5.590178	5.52799	5.585303
10406287	9.221228	9.323019	10.40645	10.13149	10.03375	9.879033
10406332	4.550192	4.545082	4.531994	4.507669	4.531994	4.539566
10406334	6.404586	6.411383	6.736524	6.500507	6.489438	6.368989
10406361	4.059976	4.196046	4.232363	4.283654	4.312938	4.176092
10406364	6.820694	7.044696	6.722684	6.587629	7.003256	6.977469
10406385	9.973275	9.901616	9.998324	9.738006	9.959545	9.923426
10406399	7.964608	8.191686	8.084394	8.12955	8.090415	8.229008
10406401	3.716496	3.742161	3.78326	3.733621	3.737274	3.773977
10406403	5.234191	5.092787	5.197665	5.06481	5.099393	5.134112
10406405	4.292328	4.406329	4.336709	4.230191	4.505312	4.447085
10406407	9.386872	9.542179	9.563675	9.303562	8.954464	8.839833
10406417	13.81512	13.88248	14.1989	14.19296	14.1777	14.17914
10406419	9.551272	9.541357	9.435288	9.233207	9.534956	9.362427
10406423	8.946497	9.061537	8.133625	8.241899	8.584709	8.459722
10406426	9.807844	9.84304	10.06627	10.2346	9.861265	10.022
10406434	8.062675	8.055857	7.728304	7.692802	7.908015	7.941592
10406452	5.122168	5.114027	4.964766	5.011572	5.033935	4.970576
10406456	6.205553	6.108089	6.269794	6.22578	6.018754	6.16482
10406459	9.913464	10.00443	10.20871	10.21276	10.18497	10.16848
10406461	5.143773	5.154096	5.110434	5.191632	5.046191	5.269192
10406464	7.067812	6.588185	7.138492	6.509	7.107051	7.053902
10406466	9.615036	9.720015	10.03638	9.609495	9.908513	9.658669
10406482	9.795276	9.907973	10.56767	10.3569	10.3386	10.27245
10406493	5.432612	5.410152	5.49026	5.614381	5.487479	5.369075
10406499	13.92717	13.75535	13.72965	13.67047	13.66966	13.74817
10406501	6.102509	6.085183	6.040569	5.956037	6.300232	5.98974
10406504	5.589707	5.722442	5.536697	5.599794	5.697663	5.539396
10406519	5.800962	5.796218	5.641694	5.784073	5.541463	5.688694
10406530	9.768478	9.788311	10.20568	9.881197	10.08422	9.968852
10406536	8.532263	8.517072	8.690937	8.659009	8.608892	8.598318
10406538	7.982765	7.489007	7.254966	7.771559	7.349631	7.608817
10406541	12.54429	12.55222	12.64656	12.66067	12.5515	12.65216
10406546	7.918184	7.319	7.398421	7.558433	7.455628	7.253275
10406548	6.816864	6.902711	6.92525	6.836167	6.717064	6.776876
10406551	10.80152	10.79024	11.4131	11.48359	10.8964	10.76863
10406564	7.510237	7.363911	7.298444	7.378133	7.426758	7.367108
10406581	7.703269	7.737642	7.674817	7.691025	8.285985	8.292355
10406590	8.189538	7.81547	7.839196	8.108335	8.021547	7.917963
10406598	11.83814	11.88021	10.65422	10.70845	11.3448	11.36103
10406614	8.652862	8.672139	9.283421	9.158723	8.90078	8.8339
10406622	7.797406	7.518499	7.354225	7.456711	7.376204	7.336961
10406626	8.773849	8.979378	10.09071	9.88084	9.496229	9.466034
10406646	6.576218	6.437807	6.476896	6.446721	6.355498	6.487967
10406663	8.249594	8.552491	8.208376	8.227612	8.428137	8.417785
10406672	7.882824	8.147908	7.698693	7.762362	8.014959	8.030078
10406676	7.506738	7.228158	7.200131	7.39899	7.208673	7.122324
10406681	11.80401	11.86221	11.53454	11.43106	11.82038	11.78639
10406710	10.08483	10.19845	10.98708	10.65649	10.29475	10.37912
10406714	9.127996	8.882819	9.054832	9.093059	8.972409	9.004587
10406718	10.11159	10.16337	10.25701	10.18987	10.2259	10.08151
10406733	9.116292	9.315419	8.706802	8.601346	8.9502	9.116963
10406736	7.615138	7.386775	8.542471	8.52764	9.036937	8.899025
10406740	4.876289	4.720367	4.797557	4.758713	4.81003	4.834591
10406742	8.220572	8.245861	8.425405	8.223885	8.35323	8.273097
10406757	11.06227	11.04444	10.83683	10.67799	10.89085	10.79332
10406777	5.880369	5.847701	5.941504	5.921927	5.934833	5.908257
10406782	6.346579	6.261117	6.262306	6.410796	6.379396	6.388502
10406795	9.643286	9.80558	9.648829	9.297346	9.829735	9.630037
10406817	9.699894	9.810852	9.851423	9.908938	9.928622	9.971979
10406823	7.035645	7.048872	6.463866	6.614298	6.67891	6.559688
10406825	9.295072	9.454976	9.218299	8.917059	9.187493	9.211794
10406838	8.240771	7.921685	8.04447	8.02198	8.028728	8.05269
10406843	8.24285	8.147052	8.068881	8.048287	8.081907	8.070476
10406845	6.727375	6.513193	6.390263	6.215616	6.496303	6.427944
10406849	5.499281	5.397222	5.302773	5.441264	5.415821	5.271651
10406852	7.368733	7.846105	9.672746	9.171949	8.513515	8.388136
10406854	12.84262	12.77398	12.93001	12.8383	12.88153	12.87952
10406856	7.608617	7.692773	7.529536	7.605282	7.463826	7.364537
10406859	7.623216	7.597969	7.752443	8.033136	7.606407	7.593638
10406865	8.579294	8.760593	9.28913	9.018278	9.183521	9.040179
10406877	8.37028	8.308722	8.473637	8.451062	8.466821	8.397632
10406881	9.102145	9.171228	9.805976	9.659937	9.5878	9.547718
10406896	5.076685	4.719544	4.372316	4.766864	4.798752	4.724052
10406898	9.288676	9.228373	9.727138	9.620867	9.556616	9.530757
10406905	8.963163	9.089473	8.387643	8.281551	8.762067	8.734384
10406918	5.244244	5.173164	5.067304	5.151489	5.279257	5.185779
10406928	7.689026	7.884321	9.484553	9.424206	7.483516	7.46661
10406934	6.856953	6.677834	6.65886	6.766997	6.802248	6.574866
10406937	4.160892	4.294693	4.31921	4.438374	4.425267	4.1547
10406939	13.72653	13.60442	13.62869	13.58528	13.60682	13.57438
10406941	6.34537	6.260623	6.328874	6.404212	6.417804	6.321958
10406953	9.514723	9.62429	9.234135	8.931316	9.246355	9.313231
10406968	7.584125	7.943321	7.280128	7.10462	8.299372	8.150403
10406982	9.5809	9.750341	11.51703	11.40212	10.40155	10.3174
10407012	8.886256	9.313062	9.307358	9.436728	9.44356	9.515028
10407022	4.678123	4.732908	4.742989	4.620039	4.66305	4.760747
10407024	5.63955	5.680005	5.699	5.879872	5.527844	5.678184
10407034	7.058555	7.132133	6.934011	6.97809	6.82892	6.90576
10407038	3.812488	3.897648	3.952537	3.960333	3.888389	3.914201
10407040	10.72096	10.61448	10.53667	10.19908	10.49548	10.4196
10407042	8.873486	8.965668	10.51778	10.30597	10.02336	10.00401
10407049	6.165852	6.161364	5.763185	6.147319	6.064934	5.767614
10407051	6.277017	6.431358	6.783807	6.821301	6.665604	6.557971
10407053	9.903777	9.964282	10.1499	10.03487	10.08035	10.04553
10407057	7.608645	7.702268	8.633817	8.505941	8.231381	8.068867
10407072	7.61778	7.566349	7.506719	7.603244	7.554853	7.263917
10407081	8.539448	8.485918	7.885432	7.902857	8.743259	8.72407
10407097	9.982098	10.15833	9.71053	9.707903	9.714781	9.610083
10407120	12.08791	12.017	12.10963	12.06964	11.98446	12.07874
10407122	4.773956	4.80762	4.672042	4.926493	4.66136	4.767904
10407124	9.165336	9.195656	8.473093	8.389861	8.394304	8.432275
10407126	6.941105	6.89196	9.604383	9.232754	9.149604	9.063045
10407141	6.863817	6.981366	6.603063	6.763071	6.711511	6.730513
10407145	10.14632	10.27124	10.4859	10.41907	10.38384	10.27386
10407159	9.692798	9.90475	9.484895	9.477964	9.837343	9.747917
10407173	12.19772	12.23987	12.04628	12.05559	11.94239	11.88763
10407192	10.58796	10.60562	10.00022	10.10526	10.2513	10.25583
10407209	8.624318	8.564175	8.110984	8.183452	8.266747	8.203896
10407211	6.871917	7.166812	6.732786	6.720161	6.733271	6.695271
10407222	9.567909	9.597271	10.45057	10.27553	10.15522	10.05508
10407251	7.814878	7.855477	8.117366	8.374404	8.236984	8.318422
10407255	8.411213	8.027876	7.973618	8.198989	8.062449	8.061088
10407262	7.378598	7.213144	7.222563	7.373405	7.274769	7.164369
10407274	7.517237	7.539397	6.997807	7.379079	7.170246	7.316748
10407276	7.580771	7.330107	6.900494	7.128603	7.067995	7.173513
10407278	5.896586	5.939007	5.877588	5.912659	6.068973	5.813099
10407281	7.034598	7.210173	7.079632	7.162294	7.864757	7.313514
10407286	6.196263	6.161318	6.088839	6.168076	6.038721	6.074129
10407291	9.427803	9.620409	9.682859	9.67443	9.776661	9.773643
10407300	7.05262	6.847244	6.735816	6.778718	6.797907	6.654573
10407307	8.175544	8.125206	8.341331	8.023132	8.311834	8.148653
10407316	8.426759	8.266543	8.256183	8.562645	8.316348	8.468735
10407319	13.4942	13.37977	13.42227	13.37335	13.33668	13.37394
10407321	5.035833	5.060856	4.874153	4.863235	4.892202	4.844873
10407325	12.21576	11.97152	11.50222	11.33129	11.68075	11.76439
10407327	12.53366	12.50035	11.26929	10.96945	12.12375	12.03518
10407337	6.299047	6.381348	6.056044	6.316202	6.345394	6.173972
10407346	6.387778	6.494409	6.641234	6.590525	6.535461	6.604568
10407348	8.254293	8.203089	8.334745	8.467957	8.315962	8.293896
10407350	6.657542	6.568997	6.394878	6.53155	6.413009	6.45545
10407356	9.271548	8.972587	9.083964	9.266657	9.085866	9.119445
10407358	10.35652	10.36315	10.88961	10.48831	10.68865	10.57294
10407370	10.92976	11.07969	10.26541	10.20439	10.55969	10.4913
10407387	8.607501	8.925738	9.454803	9.323781	9.000065	8.991524
10407390	11.8981	11.77274	12.20447	12.19156	12.13099	12.03574
10407392	10.18394	10.42321	11.3772	11.28641	10.94795	10.86896
10407416	6.66752	6.810631	6.536112	6.610902	6.719619	6.391669
10407420	8.616164	8.843731	9.367636	9.342916	9.175364	9.117188
10407431	6.925398	6.82058	6.578003	6.828073	6.649634	6.682929
10407435	8.083486	8.456183	11.49278	11.25772	9.406891	9.385696
10407445	5.082574	5.097838	5.032183	5.036602	4.965895	4.890167
10407454	5.480227	5.316837	5.428205	5.404635	5.423234	5.378622
10407456	6.605131	6.710417	6.330534	6.292943	6.266048	6.330991
10407467	7.919852	7.907681	7.273818	7.042244	7.773472	7.886087
10407481	11.76686	11.8213	11.64745	11.46114	11.78622	11.67924
10407507	12.79099	12.65876	12.82962	12.59361	12.64626	12.70196
10407509	6.0661	5.918187	5.860884	5.91502	5.75914	5.860835
10407511	11.59624	11.52737	11.2346	11.40684	11.6883	11.76209
10407513	10.50171	10.60418	10.46959	10.40124	10.53348	10.43896
10407533	6.906563	6.502374	6.558455	6.555963	6.475092	6.584469
10407535	13.79494	13.75232	13.89343	13.90765	13.88894	13.89944
10407537	6.725708	6.759768	7.3281	7.001339	7.540087	7.387841
10407543	10.79684	10.8007	12.25604	11.96731	11.8545	11.73455
10407563	6.599404	6.481214	6.564823	6.551723	6.341948	6.454628
10407568	8.678046	8.401099	8.557865	8.534712	8.556087	8.566314
10407570	10.49152	10.62247	10.59669	10.53735	10.47205	10.42876
10407591	6.955812	6.978029	6.882326	6.944018	6.78304	6.851793
10407598	6.938112	6.934958	6.893432	6.992393	6.900243	6.935298
10407704	7.074031	7.016356	6.906724	6.977314	7.041457	6.990916
10407707	7.50515	7.728803	7.935547	7.920258	7.772668	7.731394
10407709	9.421178	9.630562	9.873157	9.667273	9.74011	9.538119
10407742	7.614175	7.552075	7.814536	7.844668	7.834241	7.755591
10407766	10.33683	10.29783	10.27145	10.08725	10.30778	10.15357
10407782	7.278109	7.185267	7.84787	7.679722	7.509868	7.480391
10407792	8.494667	8.57264	7.833848	7.681986	7.768459	7.863657
10407797	3.96088	4.023202	4.097816	4.286763	3.960563	3.912239
10407801	4.173215	4.958628	4.298361	4.432159	4.245749	4.238645
10407803	8.751721	8.933787	8.26477	8.189666	8.130937	7.911341
10407809	7.242553	7.338958	7.170695	7.220458	7.170758	7.152849
10407811	12.75791	12.71012	12.94943	12.76953	12.76602	12.75601
10407814	11.20784	11.29562	11.14919	10.92349	11.18413	11.13903
10407833	9.969494	10.17075	10.14493	10.00607	10.02594	9.91078
10407841	7.323395	7.136502	7.173635	7.302227	6.973091	7.031807
10407870	8.954157	9.098455	9.998308	9.645704	9.697753	9.451473
10407876	5.646882	5.68566	5.68242	5.715624	5.699338	5.543773
10407892	11.2504	11.30998	11.31048	11.45566	11.23487	11.35894
10407907	10.62445	10.59234	10.67465	10.48825	10.80806	10.65007
10407912	7.703446	7.591068	7.439802	7.35051	7.440091	7.445911
10407916	8.402261	8.817411	9.886971	9.813764	9.540029	9.580904
