	TFH_Rep1	TFH_Rep2	TH1_Rep1	TH1_Rep2
Rnf103	303	488	475	387
Rnf11	262	410	461	446
Rnf111	1308	2174	1871	874
Rnf112	0	0	0	0
Rnf113a1	29	51	76	59
Rnf113a2	346	657	664	759
Rnf114	5576	9439	7418	4299
Rnf115	1039	1993	2012	826
Rnf121	393	622	790	687
Rnf122	40	35	55	15
Rnf123	1835	3141	2358	1529
Rnf125	971	1827	1625	866
Rnf126	585	1001	1223	609
Rnf128	9	9	5	3
Rnf13	369	665	672	288
Rnf130	98	124	227	127
Rnf135	78	88	92	100
Rnf138	853	1447	1882	1194
Rnf139	1239	1747	1629	806
Rnf14	1623	2470	2263	1703
Rnf141	52	87	84	73
Rnf144a	451	728	1220	824
Rnf144b	1	4	3	3
Rnf145	3748	7115	4805	3465
Rnf146	840	1384	1174	1145
Rnf149	489	726	1201	1263
Rnf150	4	6	5	8
Rnf151	5	0	2	1
Rnf152	2	1	5	10
Rnf157	2270	2915	1125	411
Rnf166	394	704	1354	767
Rnf167	1095	1757	1357	742
Rnf168	834	1484	1635	883
Rnf169	727	1082	960	596
Rnf17	9	6	13	4
Rnf170	449	703	498	248
Rnf180	0	0	0	0
Rnf181	808	1257	1560	763
Rnf182	0	0	0	0
Rnf183	1	1	2	2
Rnf185	428	767	801	338
Rnf186	0	2	1	0
Rnf187	1920	3165	3602	1887
Rnf19a	5923	7953	3740	1961
Rnf19b	1004	1420	1305	895
Rnf2	1408	2175	1579	806
Rnf20	2711	4774	4972	5445
Rnf207	2	0	0	0
Rnf208	10	10	12	3
Rnf214	575	816	893	723
Rnf215	272	429	357	270
Rnf216	1055	2095	1131	839
Rnf217	0	0	0	0
Rnf219	575	1036	694	466
Rnf220	1445	2168	2041	1453
Rnf222	0	0	0	1
Rnf24	83	156	114	58
Rnf25	330	494	473	244
Rnf26	954	1445	2024	1208
Rnf31	1524	2303	3300	2354
Rnf32	8	18	4	0
Rnf34	640	944	917	704
Rnf38	2715	4903	3495	1939
Rnf39	1	2	2	9
Rnf4	2689	4383	4758	2946
Rnf40	2410	3854	3727	2738
Rnf41	528	860	747	527
Rnf43	68	180	72	55
Rnf44	1986	3274	4013	2227
Rnf5	339	539	751	417
Rnf6	966	1522	1720	1473
Rnf7	467	762	719	461
Rnf8	662	1069	1275	1123
Rnft1	1493	2685	1599	630
Rnft2	2	6	3	0
Rngtt	687	1219	1273	780
Rnh1	1638	2439	3291	3982
Rnls	33	47	44	17
Rnmt	1152	1692	1299	743
Rnmtl1	92	171	130	74
Rnpc3	410	676	767	374
Rnpep	1018	1719	5339	4777
Rnpepl1	1449	2773	2100	1606
Rnps1	3550	6160	7584	3123
Rnu11	0	5	0	1
Rnu12	2	0	0	0
Rnu1b2	2	1	2	2
Rnu7	6	22	14	18
Rnu73a	72	54	73	16
Rnu73b	10	34	12	16
Robld3	185	408	281	210
Robo1	0	1	0	0
Robo3	2	1	5	3
Robo4	0	1	0	0
Rock1	4653	8593	8311	4653
Rock2	1225	2208	2513	1448
Rod1	16170	29939	26324	12819
Rogdi	82	108	179	99
Rom1	139	204	1339	1270
Romo1	85	211	268	126
Ropn1l	69	141	93	31
Ror1	0	0	0	0
Rora	58	142	198	209
Rorc	238	356	2059	1982
Rp2h	430	760	839	508
Rpa1	6808	11732	10515	6994
Rpa2	1723	3071	4151	3210
Rpa3	231	441	644	430
Rpain	257	445	462	246
Rpap1	1451	2751	2013	1461
Rpap2	607	919	839	479
Rpap3	666	1307	851	605
Rpe	1250	2145	1931	1205
Rpf1	839	1499	1356	579
Rpf2	621	1376	1032	355
Rpgr	109	177	146	93
Rpgrip1	77	81	31	31
Rpgrip1l	171	299	225	104
Rph3a	0	6	0	1
Rph3al	44	68	45	32
Rpia	748	1232	1658	1722
Rpl10	11470	18925	17459	10671
Rpl10a	6087	12309	10184	5020
Rpl11	7956	14326	13581	17872
Rpl12	26206	44864	28759	10911
Rpl13	8746	18833	17754	32068
Rpl13a	12962	23300	32768	40624
Rpl14	3920	7863	9048	4829
Rpl15	4577	10379	9264	5132
Rpl17	4323	10315	12556	8102
Rpl18	3944	8917	9012	9645
Rpl18a	7	17	9	4
Rpl19	9904	20581	17655	10463
Rpl21	1082	2222	2178	2388
Rpl22	5407	9776	8907	8234
Rpl22l1	1755	2524	3251	2658
Rpl23	8579	14153	13770	7570
Rpl23a	5218	12983	14035	9473
Rpl24	4528	8848	9304	4509
Rpl26	1	0	0	0
Rpl27	935	2122	2031	1240
Rpl27a	3659	5736	7829	4665
Rpl28	5637	9311	13481	7571
Rpl29	1301	3348	4112	1716
Rpl3	13118	27577	24713	15965
Rpl30	3	8	36	48
Rpl31	1708	4041	4478	2277
Rpl32	3106	7654	8590	3055
Rpl34	2	4	1	1
Rpl34-ps1	2	6	0	1
Rpl35	2840	5000	7974	3349
Rpl35a	4432	9845	8057	5673
Rpl36	107	177	142	149
Rpl36a	2288	6075	3002	2314
Rpl36al	956	2170	2743	1523
Rpl37	1394	3325	2912	1643
Rpl37a	3126	5873	6333	12426
Rpl38	2877	5875	6665	9224
Rpl39	13428	20910	19918	6463
Rpl39l	20	36	44	8
Rpl3l	0	0	0	1
Rpl4	31563	47371	45012	31472
Rpl41	8875	12784	22890	15629
Rpl5	22895	34429	40248	17044
Rpl6	17056	37371	32805	12040
Rpl7	8107	14146	28042	14360
Rpl7a	5986	11248	9721	4803
Rpl7l1	1080	1706	1779	1013
Rpl8	6140	11701	14625	8357
Rpl9	6041	12352	10966	7085
Rplp0	22799	44316	39276	23411
Rplp1	8859	18455	21995	14629
Rplp2	384	778	1352	1428
Rpn1	4746	7363	8070	5612
Rpn2	4597	7592	10153	6333
Rpp14	658	1131	905	335
Rpp21	184	390	468	264
Rpp25	6	2	12	1
Rpp30	394	679	599	597
Rpp38	54	78	65	38
Rpp40	85	104	67	24
Rpph1	10	17	13	13
Rprd1a	393	780	464	260
Rprd1b	1614	2692	2551	1522
Rprd2	1952	3589	2698	1444
Rprl2	0	0	0	0
Rprm	0	1	7	0
Rps10	4535	11468	13994	6252
Rps11	7350	12716	17605	7462
Rps12	5413	11221	11382	8672
Rps13	5539	9711	12066	8900
Rps14	10785	21870	16464	19500
Rps15	4066	12354	11291	8981
Rps15a	2682	7844	6800	3973
Rps16	5040	10665	9845	9264
Rps17	1103	2224	2555	1191
Rps18	3749	7669	8295	8257
Rps19	4662	8641	7430	2606
Rps19-ps3	6	4	6	4
Rps19bp1	186	313	401	261
Rps2	10522	22188	21246	15999
Rps20	9065	23944	21132	14003
Rps21	3964	7797	6883	6071
Rps23	1	3	3	0
Rps24	17512	26477	23525	12960
Rps25	6515	10109	9445	4651
Rps26	173	770	685	453
Rps27	16	33	23	11
Rps27a	12714	19422	17411	10251
Rps27l	661	1815	1691	728
Rps28	1242	2634	3058	1218
Rps29	1560	4736	5310	1986
Rps3	10259	20804	21265	15172
Rps3a	8996	15831	18031	16762
Rps4x	23098	37122	33806	21750
Rps4y2	121	348	383	252
Rps5	6828	11177	12714	9780
Rps6	13859	21682	20407	12582
Rps6ka1	2493	4143	7372	5883
Rps6ka2	117	194	127	84
Rps6ka3	994	1762	1641	1289
Rps6ka4	615	1123	1273	1035
Rps6ka5	172	454	530	359
Rps6ka6	5	4	4	3
Rps6kb1	1696	2789	2084	1378
Rps6kb2	398	606	802	396
Rps6kc1	189	296	132	116
Rps6kl1	20	22	21	13
Rps7	7051	15871	11528	8663
Rps8	6618	10787	14272	15058
Rps9	5465	8799	12329	11575
Rpsa	14200	33227	32518	30210
Rptor	675	1383	1101	819
Rpusd1	281	534	494	237
Rpusd2	267	444	311	212
Rpusd3	82	163	164	92
Rpusd4	397	634	692	560
Rqcd1	2333	4653	4962	2229
Rrad	55	116	141	170
Rraga	584	1081	1022	515
Rragb	76	149	98	72
Rragc	1348	2547	2239	1858
Rragd	76	80	51	34
Rras	96	124	377	225
Rras2	512	705	1551	694
Rrbp1	1309	2174	4922	3016
Rreb1	273	512	535	351
Rrh	1	1	0	0
Rrm1	11077	18893	19085	13774
Rrm2	8466	15461	25383	45738
Rrm2b	263	527	690	362
Rrn3	1537	2613	2319	1617
Rrp1	4134	6565	6545	5011
Rrp12	1130	1701	1351	1001
Rrp15	244	457	380	335
Rrp1b	1736	2707	1944	1414
Rrp36	366	556	642	672
Rrp7a	856	1205	1476	895
Rrp8	1070	1549	1664	851
Rrp9	376	567	666	478
Rrs1	477	807	821	502
Rs1	0	1	16	4
Rsad1	66	99	77	29
Rsad2	2059	2437	1664	957
Rsbn1	834	1503	1193	804
Rsbn1l	1657	2618	2703	1475
Rsc1a1	0	0	1	0
Rsf1	1218	2153	1820	1327
Rsl1	88	171	121	105
Rsl1d1	3987	5574	5393	3663
Rsl24d1	1047	1798	1655	1310
Rsph1	38	53	74	30
Rsph3a	9	24	16	8
Rsph3b	13	30	18	5
Rsph4a	0	1	0	0
Rsph6a	0	4	0	0
Rsph9	7	12	19	2
Rspo1	0	0	0	0
Rspo3	0	0	0	0
Rspry1	981	1659	1325	864
Rsrc1	402	764	557	297
Rsrc2	2372	3806	3540	1992
Rsu1	775	1220	944	422
Rtbdn	5	5	2	5
Rtcd1	474	965	936	645
Rtel1	1475	2774	3310	2372
Rtf1	2135	3500	3002	2133
Rtkn	12	4	35	26
Rtkn2	53	68	90	56
Rtn1	0	0	0	0
Rtn2	2	7	16	12
Rtn3	4155	6997	6466	3769
Rtn4	1384	2107	2522	1848
Rtn4ip1	529	827	777	590
Rtn4r	1	0	2	1
Rtn4rl1	162	246	577	408
Rtn4rl2	0	0	0	0
Rtp1	0	0	0	0
Rtp3	0	5	8	1
Rtp4	3114	6801	5823	3378
Rttn	509	892	847	586
Rufy1	537	868	613	448
Rufy2	703	926	907	582
Rufy3	70	117	104	102
Rufy4	0	3	2	14
Rundc1	722	1344	928	762
Rundc2a	15	16	27	22
Rundc3a	43	60	25	15
Rundc3b	348	471	445	307
Runx1	751	1460	1260	696
Runx1t1	0	0	0	0
Runx2	674	1054	5045	2753
Runx3	2397	3584	6981	3841
Rusc1	590	871	1116	693
Rusc2	1	0	0	1
Ruvbl1	645	1375	1095	709
Ruvbl2	949	1800	1821	1002
Rwdd1	677	1342	1628	1290
Rwdd2a	21	56	37	30
Rwdd2b	384	701	624	520
Rwdd3	27	15	12	6
Rwdd4a	729	1306	1236	603
Rxfp1	0	0	0	0
Rxfp4	1	1	1	0
Rxra	68	91	529	364
Rxrb	1276	2044	1701	1221
Rybp	538	999	954	656
Ryk	59	163	73	54
Ryr1	86	101	90	29
Ryr2	0	1	1	9
Ryr3	9	26	19	4
S100a1	22	19	61	51
S100a10	3036	9279	16632	11767
S100a11	1279	2464	4443	1165
S100a13	400	676	1206	2498
S100a14	2	9	3	2
S100a2	0	1	2	2
S100a3	35	47	97	26
S100a4	633	1706	11571	21034
S100a5	4	2	12	10
S100a6	2356	5376	19130	16194
S100a7a	0	0	0	0
S100a8	39	139	63	41
S100a9	9	101	48	91
S100b	0	0	0	0
S100g	0	3	4	0
S100pbp	459	667	636	414
S100z	1	0	0	0
S1pr1	4363	7946	9838	6491
S1pr2	372	633	371	153
S1pr3	0	0	2	0
S1pr4	2279	4640	9338	7364
S1pr5	0	1	2	3
Saal1	444	964	861	614
Sac3d1	91	193	189	111
Sacm1l	1720	2977	3746	2519
Sacs	70	197	123	106
Sae1	2094	4114	5418	4603
Safb	1753	2835	2959	2604
Safb2	1268	1706	2118	1737
Sag	15	15	34	19
Sall2	264	403	184	74
Sall3	0	0	0	0
Samd1	770	1303	1643	1126
Samd10	346	560	473	274
Samd14	1	4	1	3
Samd3	0	0	0	3
Samd4	0	1	2	10
Samd4b	856	1504	1734	921
Samd8	289	493	591	341
Samd9l	5944	10015	9400	3972
Samhd1	11121	16961	32468	25985
Samm50	1212	2206	2622	2911
Samsn1	756	1147	2363	963
Sap130	1729	2755	3226	1137
Sap18	256	457	408	400
Sap30	203	295	678	423
Sap30bp	701	1128	1125	1037
Sap30l	196	429	393	262
Sar1a	2420	4078	3830	2510
Sar1b	761	1363	1475	967
Sardh	0	1	0	0
Sarm1	13	15	14	5
Sarnp	1281	1945	2127	2151
Sars	2373	4121	7255	5275
Sars2	414	705	1001	690
Sart1	1789	2907	3735	3908
Sart3	1710	2787	2809	3285
Sash1	0	1	3	10
Sash3	7152	12241	9770	7903
Sass6	574	952	887	407
Sat1	1705	2869	2848	1747
Satb1	13753	22586	16799	10296
Satb2	0	0	0	0
Sav1	628	1109	809	563
Sbds	482	799	1015	573
Sbf1	5458	10117	8556	7263
Sbf2	29	66	96	51
Sbk1	615	1118	1190	643
Sbk2	0	1	0	0
Sbno1	5187	8833	7415	4991
Sbno2	2642	4621	3507	1745
Sbsn	2	2	2	1
Sc4mol	898	1581	1453	1119
Sc5d	981	1657	1422	835
Scaf1	1231	2260	2504	1251
Scai	420	699	563	267
Scamp1	32	60	35	16
Scamp2	1178	1759	2064	1480
Scamp3	1808	2819	2450	1467
Scamp4	1298	2193	3188	1896
Scamp5	0	2	3	3
Scand1	23	59	69	39
Scand3	11	19	8	1
Scap	1952	3667	3063	1941
Scaper	421	700	616	402
Scarb1	415	680	784	412
Scarb2	580	907	1324	897
Scarf1	2	3	10	16
Scarf2	2	0	1	0
Scarna10	0	3	4	1
Scarna13	1	1	1	2
Scarna17	6	38	16	14
Scarna2	0	11	6	0
Scarna3a	0	4	1	1
Scarna3b	0	0	0	0
Scarna6	4	10	4	3
Scarna8	2	3	0	0
Scarna9	46	100	56	47
Sccpdh	66	122	65	46
Scd1	87	94	207	208
Scd2	5640	8828	7466	5177
Scd3	1	8	6	0
Scd4	1	4	2	3
Scel	2	2	0	0
Scfd1	907	1749	1540	716
Scfd2	355	676	733	417
Scg2	0	1	0	0
Scg5	0	0	0	6
Scgb3a1	3	3	6	2
Scin	2	2	4	1
Sclt1	156	229	234	144
Scly	388	603	726	465
Scmh1	124	182	169	96
Scml2	12	11	10	7
Scml4	829	1467	970	442
Scn11a	34	39	47	14
Scn1a	0	0	0	0
Scn1b	3	3	11	8
Scn2a1	0	0	0	0
Scn2b	5	4	3	8
Scn3b	0	1	1	5
Scn4a	0	0	1	0
Scn4b	4	1	1	1
Scn5a	0	0	0	1
Scn8a	7	6	1	2
Scnm1	316	594	745	878
Scnn1a	0	3	3	1
Scnn1b	0	1	0	0
Sco1	718	910	834	408
Scoc	124	196	285	151
Scp2	2164	3699	1980	1869
Scpep1	359	599	1173	746
Scrib	1851	3575	2331	1952
Scrn2	78	109	86	95
Scrn3	224	316	356	297
Scrt1	2	0	7	5
Sct	0	0	0	0
Sctr	0	0	0	0
Scube1	4	2	5	4
Scube3	0	0	0	1
Scx	0	8	3	4
Scyl1	843	1542	1732	1216
Scyl2	1676	2872	3047	1529
Scyl3	1474	2596	2129	1558
Sdad1	2116	3280	2292	1298
Sdc1	35	52	47	22
Sdc2	0	0	0	0
Sdc3	1330	1735	2320	876
Sdc4	19	14	59	57
Sdcbp	2705	4928	5357	3017
Sdcbp2	454	922	3047	2243
Sdccag1	1732	3087	2489	2041
Sdccag3	1296	2357	2735	1622
Sdccag8	348	525	565	377
Sdf2	553	843	1078	963
Sdf2l1	709	1191	2211	1727
Sdf4	4645	8404	11637	9018
Sdha	5590	10542	8612	6226
Sdhaf1	274	439	323	140
Sdhaf2	981	1612	1513	656
Sdhb	1054	2019	2462	1033
Sdhc	837	1548	1803	1099
Sdhd	1593	2411	3135	2522
Sdk2	0	0	1	3
Sdpr	0	0	1	0
Sdr39u1	1035	1678	1941	1183
Sdr42e1	31	65	63	26
Sds	4	2	1	0
Sdsl	0	0	0	0
Sebox	0	0	0	0
Sec1	0	0	0	0
Sec11a	1905	2837	3672	2784
Sec11c	1126	2301	3039	1731
Sec13	1092	2111	2607	1050
Sec14l1	3128	4956	2771	1801
Sec14l2	36	48	48	24
Sec14l3	2	9	4	3
Sec14l4	0	0	0	0
Sec14l5	0	0	1	0
Sec16a	2652	5281	4414	2149
Sec16b	1	4	8	1
Sec22a	215	413	288	189
Sec22b	1123	1926	2113	1047
Sec22c	566	876	743	467
Sec23a	570	976	1286	609
Sec23b	2238	3884	4116	3693
Sec23ip	2199	3859	3730	4206
Sec24a	844	1429	2284	945
Sec24b	2462	4290	3612	1762
Sec24c	6125	10269	11718	8667
Sec24d	344	647	1137	538
Sec31a	2882	4530	4822	2685
Sec31b	23	24	18	22
Sec61a1	7318	12492	15569	8491
Sec61a2	156	267	228	146
Sec61b	2079	3294	4588	4716
Sec61g	358	684	1250	636
Sec62	1873	3205	2974	2313
Sec63	2624	4133	4918	2874
Secisbp2	1119	1958	1724	1299
Secisbp2l	1845	2959	3158	1527
Sectm1a	0	1	0	5
Seh1l	1651	2712	2333	1161
Sel1l	2149	4286	3886	2453
Sel1l3	0	0	0	0
Sele	3	3	8	6
Selenbp1	9	9	12	8
Selenbp2	0	0	0	0
Selk	710	1171	1725	1175
Sell	2316	4092	8064	3915
Selm	1	2	17	5
Selp	11	9	22	24
Selplg	7328	12803	26800	12887
Sema3a	0	0	0	0
Sema3b	1	4	4	2
Sema3c	0	0	0	0
Sema3d	0	0	3	0
Sema3e	2	4	2	1
Sema3f	16	22	35	22
Sema3g	0	2	0	0
Sema4a	776	1190	4503	3190
Sema4b	331	616	1149	864
Sema4c	38	57	184	168
Sema4d	8463	16011	25126	15653
Sema4f	287	405	286	268
Sema4g	8	10	7	11
Sema5a	0	0	0	0
Sema6a	0	0	0	0
Sema6b	5	6	33	13
Sema6c	5	4	8	6
Sema6d	0	2	1	5
Sema7a	2040	2599	2742	1541
Senp1	2771	4376	3737	2076
Senp2	1281	2182	1988	1213
Senp3	1383	2632	2532	1176
Senp5	1703	2897	2322	1777
Senp6	1974	3765	3298	2783
Senp7	936	1721	1256	946
Senp8	106	149	106	30
15-Sep	2436	4403	3869	1615
Sephs1	1423	2919	3567	2172
Sephs2	994	1803	2082	1941
Sepn1	74	63	256	115
Sepp1	3284	5521	5773	3559
Sepsecs	168	320	220	251
1-Sep	6655	11571	13579	9750
10-Sep	29	48	86	47
11-Sep	3521	5899	17480	12759
2-Sep	2244	3869	4494	2518
3-Sep	2	1	6	7
4-Sep	17	14	39	8
5-Sep	6	21	41	31
6-Sep	7098	10499	9087	5284
7-Sep	7588	13336	11880	6220
8-Sep	125	198	221	145
9-Sep	10096	17677	20973	11133
Sepw1	2087	2971	4726	2652
Sepx1	385	675	1026	800
Serac1	109	153	138	81
Serbp1	9217	15846	16134	10715
Serf1	15	34	47	17
Serf2	975	1755	2165	1090
Sergef	73	83	111	95
Serhl	203	239	337	218
Serinc1	1914	3052	3264	1696
Serinc2	0	1	0	0
Serinc3	10514	18520	29489	15670
Serinc4	13	28	33	41
Serinc5	2545	5359	2820	2022
Serp1	3822	6253	5915	2798
Serp2	19	53	47	47
Serpina3b	0	0	0	0
Serpina3f	1	14	13	10
Serpina3g	8	18	43	39
Serpina3i	0	0	0	0
Serpina3n	0	0	0	1
Serpina9	0	0	1	0
Serpinb10-ps	0	3	0	0
Serpinb1a	91	123	1032	1253
Serpinb1b	4	3	26	38
Serpinb1c	0	0	1	2
Serpinb2	0	0	0	0
Serpinb5	33	48	39	27
Serpinb6a	451	735	789	406
Serpinb6b	1022	1535	5307	3313
Serpinb6c	0	0	1	0
Serpinb6d	0	0	0	0
Serpinb6e	1	0	0	1
Serpinb7	1	0	0	0
Serpinb8	0	1	0	0
Serpinb9	1328	2013	6188	3651
Serpinb9b	4	2	43	16
Serpinb9d	1	0	1	0
Serpinc1	4	6	7	3
Serpind1	2	4	8	2
Serpine1	31	19	59	63
Serpine2	118	172	280	81
Serpine3	8	12	9	12
Serpinf1	54	72	131	62
Serpinf2	1	8	3	0
Serping1	0	0	0	1
Serpinh1	0	0	1	0
Serpini1	154	223	466	406
Sertad1	316	681	737	581
Sertad2	689	1180	1057	533
Sertad3	237	378	555	299
Sesn1	512	961	617	533
Sesn2	124	212	265	180
Sesn3	3455	5636	1545	1084
Sestd1	134	300	203	164
Set	9087	15214	8605	8718
Setbp1	42	135	59	20
Setd1a	1600	2542	2189	1548
Setd2	2726	5125	3769	2559
Setd3	1887	2824	3410	2708
Setd4	163	318	211	162
Setd5	4917	9059	7381	3740
Setd6	353	592	614	423
Setd7	1784	3515	2058	1513
Setd8	2312	4003	4154	3382
Setdb1	1759	2992	2502	1570
Setdb2	778	1296	1276	685
Setmar	38	55	49	20
Setx	7292	14577	10347	6503
Sez6	0	1	0	0
Sez6l	0	0	0	0
Sez6l2	12	23	11	14
Sf1	8107	12837	15407	9247
Sf3a1	3573	5973	6134	3762
Sf3a2	1083	2121	2656	1162
Sf3a3	2036	3353	3238	3015
Sf3b1	14325	27692	23673	19353
Sf3b2	8785	13722	12512	13192
Sf3b3	6444	10976	10056	6613
Sf3b4	1385	2567	1970	739
Sf3b5	286	671	907	603
Sfi1	445	557	569	376
Sfmbt1	589	1123	1330	840
Sfmbt2	203	416	474	243
Sfn	224	382	613	475
Sfpi1	2	10	5	15
Sfpq	10212	18207	14795	11939
Sfrp1	0	0	0	1
Sfrp2	0	0	0	0
Sfrp5	0	0	2	0
Sfrs18	1995	2327	2981	2400
Sfswap	816	1305	1541	891
Sft2d1	472	789	1039	771
Sft2d2	2978	4228	4091	2957
Sft2d3	58	144	84	40
Sfta2	0	0	0	0
Sftpb	1	9	6	2
Sfxn1	2282	4764	3631	1707
Sfxn2	427	672	624	332
Sfxn3	1020	1722	1669	1215
Sfxn4	49	54	56	22
Sfxn5	40	75	27	16
Sgca	0	0	0	1
Sgcb	170	255	369	191
Sgce	0	0	2	0
Sgcg	1	0	0	0
Sgip1	72	70	49	16
Sgk1	971	1756	2364	1716
Sgk3	133	237	257	135
Sgms1	453	631	1169	600
Sgms2	4	6	5	7
Sgol1	1011	1939	2163	1138
Sgol2	994	2055	2374	1203
Sgpl1	1498	2558	2146	1560
Sgpp1	945	1793	1122	732
Sgpp2	90	146	64	33
Sgsh	890	1372	884	523
Sgsm1	3	8	14	4
Sgsm2	242	353	500	257
Sgsm3	162	291	240	178
Sgta	1869	3107	3244	1337
Sgtb	2	4	13	8
Sh2b1	1046	1575	1983	1332
Sh2b2	6	7	5	8
Sh2b3	707	1297	291	65
Sh2d1a	1156	2313	1722	1082
Sh2d1b1	0	0	1	0
Sh2d2a	6735	11578	10401	5189
Sh2d3c	1333	2232	2918	1564
Sh2d4a	1	0	0	0
Sh2d4b	0	1	1	7
Sh2d5	12	12	12	7
Sh2d7	0	0	0	0
Sh3bgr	0	0	0	1
Sh3bgrl	1628	3164	2801	1752
Sh3bgrl2	6	6	10	4
Sh3bgrl3	4282	8243	16214	10104
Sh3bp1	740	1250	1915	1442
Sh3bp2	472	631	1268	917
Sh3bp4	13	39	20	20
Sh3bp5	439	580	332	267
Sh3bp5l	501	867	773	714
Sh3d19	52	100	80	34
Sh3d20	1	3	16	9
Sh3gl1	1036	1866	2278	1302
Sh3gl3	40	76	17	46
Sh3glb1	2184	3749	4663	2301
Sh3glb2	845	1380	1381	896
Sh3kbp1	10992	19414	16193	9847
Sh3pxd2a	230	366	326	243
Sh3pxd2b	5	5	8	11
Sh3rf1	812	1351	845	435
Sh3rf2	0	0	1	0
Sh3tc1	4	3	11	15
Sh3tc2	0	0	0	0
Sh3yl1	14	12	14	19
Shank1	0	0	1	0
Shank3	0	0	1	0
Sharpin	705	1149	1218	541
Shb	0	0	7	10
Shc1	2555	4545	5240	2949
Shc2	4	11	7	0
Shc3	0	0	0	0
Shc4	26	25	81	28
Shcbp1	1254	2339	2629	1757
Shd	0	0	0	0
She	4	1	5	2
Shf	30	44	42	19
Shfm1	502	1318	2024	621
Shh	0	0	0	0
Shisa2	0	2	0	2
Shisa3	0	0	0	0
Shisa4	0	1	0	1
Shisa5	25556	37735	31213	17729
Shisa6	0	0	0	0
Shisa7	0	4	2	2
Shkbp1	1395	2315	2466	1615
Shmt1	771	1132	1256	588
Shmt2	2107	3700	3254	1748
Shoc2	1450	2356	2615	1479
Shox2	0	0	0	0
Shpk	69	133	119	88
Shprh	883	1847	1329	952
Shq1	227	314	256	140
Shroom1	0	0	0	0
Shroom3	0	0	0	0
Shroom4	0	0	0	0
Siae	481	775	719	345
Siah1a	84	181	192	70
Siah1b	67	140	175	88
Siah2	320	620	483	321
Siah3	12	37	9	1
Sidt1	2670	4939	6358	4394
Sidt2	4821	8962	6817	4619
Sigirr	1059	1655	1411	1185
Siglec1	2	16	4	30
Siglec15	0	0	0	0
Siglec5	0	0	4	0
Siglece	4	9	10	5
Siglecg	5	3	8	1
Siglech	0	0	2	4
Sigmar1	437	912	1215	431
Sik1	153	215	474	257
Sik2	221	425	376	212
Sik3	2134	3297	2529	1354
Sike1	606	1008	2122	1987
Sil1	197	304	441	249
Sin3a	2856	4937	4086	2964
Sin3b	1048	2014	3018	1866
Sip1	198	315	479	553
Sipa1	4319	8119	8073	5729
Sipa1l1	3626	5296	4784	2760
Sipa1l2	43	98	98	107
Sipa1l3	284	556	437	338
Sirpa	5	21	10	50
Sirpb1a	0	0	0	4
Sirpb1b	0	5	0	5
Sirt1	1010	2035	1920	1266
Sirt2	1248	2286	3289	2368
Sirt3	55	95	117	68
Sirt4	36	91	84	59
Sirt5	61	94	71	39
Sirt6	312	445	588	456
Sirt7	1371	2356	2853	2329
Sit1	391	680	1130	661
Siva1	194	438	462	576
Six1	1	0	0	0
Six4	1	0	0	0
Six5	13	31	17	21
Ska1	277	510	825	711
Skap1	3310	5829	4329	2622
Skap2	722	1121	1298	810
Ski	1428	2740	2795	1826
Skil	1110	2258	1959	1447
Skint3	1	0	0	0
Skint4	1	0	3	0
Skiv2l	2580	4745	3799	3303
Skiv2l2	2385	4227	3234	2188
Skor1	0	0	0	0
Skp1a	4026	6700	3775	1483
Skp2	271	491	473	272
Sla	15071	21072	28164	16639
Sla2	434	715	1816	1119
Slain1	922	1586	1629	889
Slain2	2567	4176	5323	2508
Slamf1	861	1319	3808	2283
Slamf6	8778	13908	5365	1553
Slamf7	528	526	3131	1258
Slamf8	1	3	1	3
Slamf9	0	1	1	7
Slbp	3367	6439	6741	5937
Slc10a1	3	3	7	4
Slc10a3	338	697	486	222
Slc10a4	0	0	2	0
Slc10a5	1	0	1	0
Slc10a7	538	980	985	453
Slc11a1	3	12	1	7
Slc11a2	1173	1795	1677	1005
Slc12a2	461	954	375	169
Slc12a3	2	1	3	1
Slc12a4	368	542	746	500
Slc12a5	3	8	6	5
Slc12a6	1862	3288	3011	1870
Slc12a7	1624	2546	2434	1758
Slc12a8	49	77	36	14
Slc12a9	185	299	303	197
Slc13a3	1	3	6	7
Slc13a4	3	0	1	0
Slc14a1	332	442	240	78
Slc14a2	0	1	0	0
Slc15a1	33	35	21	12
Slc15a2	151	473	153	105
Slc15a3	75	133	270	178
Slc15a4	454	888	722	691
Slc16a1	2623	4119	3983	2642
Slc16a10	157	251	828	405
Slc16a11	0	2	7	0
Slc16a12	0	0	1	0
Slc16a13	42	71	40	45
Slc16a2	0	3	0	0
Slc16a3	230	320	599	386
Slc16a4	4	9	14	10
Slc16a5	81	89	53	49
Slc16a6	684	1138	2133	1209
Slc16a7	1	2	2	0
Slc16a8	1	1	2	2
Slc16a9	0	0	2	0
Slc17a4	0	0	0	0
Slc17a5	89	173	204	125
Slc17a6	1	2	1	8
Slc17a7	5	16	35	17
Slc17a8	4	6	12	4
Slc17a9	181	248	490	303
Slc18a1	2	2	0	0
Slc18a2	32	59	56	12
Slc19a1	494	744	543	200
Slc19a2	174	282	333	231
Slc19a3	1	0	5	1
Slc1a1	0	1	4	0
Slc1a2	0	0	1	0
Slc1a3	0	0	0	0
Slc1a4	49	113	87	35
Slc1a5	3765	5761	8324	5506
Slc1a7	0	5	3	0
Slc20a1	1727	3057	3998	3538
